20180903,20:59:00,500,cu1809,48580,69880,48660,0,0,0,0,69880,51000,46150,48560,5,49220,5,48660,0,0
20180903,21:00:00,500,cu1809,48580,69880,48660,48560,48560,48560,10,69880,51000,46150,48500,10,48560,5,48560,2428000,242800
20180903,21:00:01,0,cu1809,48580,69880,48660,48560,48560,48560,10,69880,51000,46150,48530,10,48560,5,48560,2428000,242800
20180903,21:00:01,500,cu1809,48580,69880,48660,48560,48560,48560,10,69880,51000,46150,48500,15,48600,15,48560,2428000,242800
20180903,21:00:02,0,cu1809,48580,69880,48660,48560,48560,48560,10,69880,51000,46150,48520,10,48570,5,48560,2428000,242800
20180903,21:00:02,500,cu1809,48580,69880,48660,48560,48560,48560,10,69880,51000,46150,48530,10,48570,10,48560,2428000,242800
20180903,21:00:03,0,cu1809,48580,69880,48660,48560,48560,48560,10,69880,51000,46150,48530,15,48560,5,48560,2428000,242800
20180903,21:00:03,500,cu1809,48580,69880,48660,48560,48560,48560,10,69880,51000,46150,48540,5,48560,5,48560,2428000,242800
20180903,21:00:04,0,cu1809,48580,69880,48660,48560,48560,48560,10,69880,51000,46150,48540,15,48560,5,48560,2428000,242800
20180903,21:00:04,500,cu1809,48580,69880,48660,48560,48560,48560,10,69880,51000,46150,48550,10,48620,5,48560,2428000,242800
20180903,21:00:05,0,cu1809,48580,69880,48660,48560,48560,48560,10,69880,51000,46150,48550,5,48600,25,48560,2428000,242800
20180903,21:00:05,500,cu1809,48580,69880,48660,48560,48560,48560,10,69880,51000,46150,48550,10,48600,25,48560,2428000,242800
20180903,21:00:06,0,cu1809,48580,69880,48660,48560,48560,48560,10,69880,51000,46150,48550,5,48580,10,48560,2428000,242800
20180903,21:00:06,500,cu1809,48580,69880,48660,48560,48560,48560,10,69880,51000,46150,48520,5,48580,10,48560,2428000,242800
20180903,21:00:07,0,cu1809,48580,69880,48660,48560,48560,48560,10,69880,51000,46150,48540,15,48570,5,48560,2428000,242800
20180903,21:00:07,500,cu1809,48580,69880,48660,48560,48560,48560,10,69880,51000,46150,48540,20,48570,5,48560,2428000,242800
20180903,21:00:08,0,cu1809,48580,69880,48660,48560,48560,48560,10,69880,51000,46150,48540,25,48570,5,48560,2428000,242800
20180903,21:00:09,500,cu1809,48580,69880,48660,48560,48560,48560,10,69880,51000,46150,48540,30,48570,5,48560,2428000,242800
20180903,21:00:11,0,cu1809,48580,69880,48660,48560,48560,48560,10,69880,51000,46150,48540,30,48570,5,48560,2428000,242800
20180903,21:00:11,500,cu1809,48580,69880,48660,48560,48560,48560,10,69880,51000,46150,48540,25,48570,5,48560,2428000,242800
20180903,21:00:12,500,cu1809,48580,69880,48660,48560,48560,48560,10,69880,51000,46150,48540,5,48570,5,48560,2428000,242800
20180903,21:00:13,0,cu1809,48580,69880,48660,48560,48560,48560,10,69880,51000,46150,48550,25,48570,5,48560,2428000,242800
20180903,21:00:13,500,cu1809,48580,69880,48660,48560,48560,48560,10,69880,51000,46150,48560,5,48570,5,48560,2428000,242800
20180903,21:00:14,0,cu1809,48580,69880,48660,48560,48560,48560,10,69880,51000,46150,48560,5,48570,5,48560,2428000,242800
20180903,21:00:16,0,cu1809,48580,69880,48660,48560,48560,48560,10,69880,51000,46150,48540,5,48570,5,48560,2428000,242800
20180903,21:00:16,500,cu1809,48580,69880,48660,48560,48560,48560,10,69880,51000,46150,48540,20,48570,5,48560,2428000,242800
20180903,21:00:17,500,cu1809,48580,69880,48660,48560,48560,48560,10,69880,51000,46150,48540,20,48570,10,48560,2428000,242800
20180903,21:00:18,0,cu1809,48580,69880,48660,48560,48560,48560,10,69880,51000,46150,48540,25,48570,10,48560,2428000,242800
20180903,21:00:18,500,cu1809,48580,69880,48660,48560,48560,48560,10,69880,51000,46150,48530,5,48570,10,48560,2428000,242800
20180903,21:00:19,0,cu1809,48580,69880,48660,48560,48560,48560,10,69880,51000,46150,48530,5,48570,20,48560,2428000,242800
20180903,21:00:19,500,cu1809,48580,69880,48660,48560,48560,48560,10,69880,51000,46150,48530,30,48570,20,48560,2428000,242800
20180903,21:00:20,0,cu1809,48580,69880,48660,48560,48560,48560,10,69880,51000,46150,48530,25,48570,10,48560,2428000,242800
20180903,21:00:20,500,cu1809,48580,69880,48660,48560,48560,48560,10,69880,51000,46150,48530,30,48570,15,48560,2428000,242800
20180903,21:00:21,0,cu1809,48580,69880,48660,48560,48560,48560,10,69880,51000,46150,48550,5,48570,15,48560,2428000,242800
20180903,21:00:21,500,cu1809,48580,69880,48660,48560,48560,48560,10,69880,51000,46150,48550,5,48570,15,48560,2428000,242800
20180903,21:00:22,0,cu1809,48580,69880,48660,48560,48560,48560,10,69880,51000,46150,48550,10,48570,10,48560,2428000,242800
20180903,21:00:22,500,cu1809,48580,69880,48660,48560,48560,48560,10,69880,51000,46150,48550,10,48570,15,48560,2428000,242800
20180903,21:00:23,0,cu1809,48580,69880,48660,48560,48560,48560,10,69880,51000,46150,48550,10,48570,10,48560,2428000,242800
20180903,21:00:23,500,cu1809,48580,69880,48660,48560,48570,48560,40,69880,51000,46150,48570,10,48590,5,48570,9713500,242837.5
20180903,21:00:24,0,cu1809,48580,69880,48660,48560,48570,48560,40,69880,51000,46150,48570,10,48580,10,48570,9713500,242837.5
20180903,21:00:24,500,cu1809,48580,69880,48660,48560,48570,48560,40,69880,51000,46150,48570,10,48580,10,48570,9713500,242837.5
20180903,21:00:25,0,cu1809,48580,69880,48660,48560,48570,48560,40,69880,51000,46150,48570,10,48590,5,48570,9713500,242837.5
20180903,21:00:25,500,cu1809,48580,69880,48660,48560,48570,48560,40,69880,51000,46150,48570,10,48590,5,48570,9713500,242837.5
20180903,21:00:26,0,cu1809,48580,69880,48660,48560,48570,48560,40,69880,51000,46150,48570,10,48590,15,48570,9713500,242837.5
20180903,21:00:36,500,cu1809,48580,69880,48660,48560,48570,48560,40,69880,51000,46150,48570,10,48590,5,48570,9713500,242837.5
20180903,21:00:37,0,cu1809,48580,69880,48660,48560,48570,48560,40,69880,51000,46150,48570,10,48590,35,48570,9713500,242837.5
20180903,21:00:37,500,cu1809,48580,69880,48660,48560,48570,48560,40,69880,51000,46150,48570,10,48580,10,48570,9713500,242837.5
20180903,21:00:38,0,cu1809,48580,69880,48660,48560,48570,48560,40,69880,51000,46150,48570,10,48580,10,48570,9713500,242837.5
20180903,21:00:38,500,cu1809,48580,69880,48660,48560,48570,48560,40,69880,51000,46150,48570,10,48580,15,48570,9713500,242837.5
20180903,21:00:39,0,cu1809,48580,69880,48660,48560,48570,48560,40,69880,51000,46150,48570,10,48580,20,48570,9713500,242837.5
20180903,21:00:42,500,cu1809,48580,69880,48660,48560,48570,48560,40,69880,51000,46150,48570,10,48580,10,48570,9713500,242837.5
20180903,21:00:43,0,cu1809,48580,69880,48660,48560,48570,48560,40,69880,51000,46150,48570,10,48580,45,48570,9713500,242837.5
20180903,21:00:43,500,cu1809,48580,69880,48660,48560,48570,48560,60,69880,51000,46150,48530,5,48580,45,48570,14570500,242841.6667
20180903,21:00:44,0,cu1809,48580,69880,48660,48560,48570,48560,60,69880,51000,46150,48550,15,48580,5,48570,14570500,242841.6667
20180903,21:00:44,500,cu1809,48580,69880,48660,48560,48570,48560,60,69880,51000,46150,48550,5,48580,5,48570,14570500,242841.6667
20180903,21:00:45,0,cu1809,48580,69880,48660,48560,48570,48560,60,69880,51000,46150,48550,15,48580,5,48570,14570500,242841.6667
20180903,21:00:45,500,cu1809,48580,69880,48660,48560,48570,48560,60,69880,51000,46150,48550,5,48580,5,48570,14570500,242841.6667
20180903,21:00:46,0,cu1809,48580,69880,48660,48560,48570,48560,60,69880,51000,46150,48550,15,48580,5,48570,14570500,242841.6667
20180903,21:00:46,500,cu1809,48580,69880,48660,48560,48570,48560,60,69880,51000,46150,48550,15,48580,5,48570,14570500,242841.6667
20180903,21:00:47,0,cu1809,48580,69880,48660,48560,48570,48560,60,69880,51000,46150,48560,10,48580,5,48570,14570500,242841.6667
20180903,21:00:47,500,cu1809,48580,69880,48660,48560,48570,48560,60,69880,51000,46150,48560,5,48580,5,48570,14570500,242841.6667
20180903,21:00:48,0,cu1809,48580,69880,48660,48560,48570,48560,60,69880,51000,46150,48560,5,48580,5,48570,14570500,242841.6667
20180903,21:00:48,500,cu1809,48580,69880,48660,48560,48570,48560,60,69880,51000,46150,48560,20,48580,5,48570,14570500,242841.6667
20180903,21:00:49,0,cu1809,48580,69880,48660,48560,48570,48560,60,69880,51000,46150,48560,5,48580,5,48570,14570500,242841.6667
20180903,21:00:49,500,cu1809,48580,69880,48660,48560,48570,48560,60,69880,51000,46150,48560,5,48580,5,48570,14570500,242841.6667
20180903,21:00:50,0,cu1809,48580,69880,48660,48560,48570,48560,60,69880,51000,46150,48560,20,48580,5,48570,14570500,242841.6667
